umap1,umap2,timestep
6.970894,18.15812,0
7.292622,18.229431,1
7.559501,18.068218,2
7.022466,18.144325,3
7.5141406,18.082945,4
8.11951,17.890474,5
8.172715,17.892693,6
8.376714,17.776314,7
8.312272,17.875988,8
8.325652,17.850277,9
8.026448,18.061523,10
8.440301,17.886528,11
8.340354,17.854557,12
8.258587,17.883036,13
8.434997,17.695057,14
8.434429,17.845722,15
8.288139,18.017035,16
8.404402,17.847029,17
8.423767,17.903446,18
8.408958,17.821157,19
8.527789,17.94632,20
8.334339,17.915121,21
8.375465,17.82436,22
8.304921,17.934364,23
8.2982855,17.899336,24
8.294948,17.947872,25
8.37066,17.910557,26
8.505607,18.03675,27
8.630474,17.781439,28
8.533241,17.947086,29
8.450456,17.888025,30
8.650987,17.952225,31
8.4381695,17.8453,32
8.621612,17.941494,33
8.352313,17.801207,34
8.64217,17.883068,35
8.546457,17.8755,36
8.527222,17.949888,37
8.328879,17.79118,38
8.490002,17.83968,39
8.522723,18.039228,40
8.432755,17.909515,41
8.724626,18.054636,42
8.587229,17.955925,43
8.506065,17.871393,44
8.543672,17.911173,45
8.684329,17.930199,46
8.652602,18.001953,47
8.701813,18.049023,48
8.611649,18.002474,49
8.650984,17.999443,50
8.646369,18.013115,51
8.476318,17.861029,52
8.615426,17.945158,53
8.692186,17.941887,54
8.6325865,17.937178,55
8.618865,17.957525,56
8.610021,17.878752,57
8.604954,17.976692,58
8.619132,17.977417,59
8.630636,17.922182,60
8.558847,18.01467,61
8.708499,18.03432,62
8.5736685,17.795498,63
8.627722,18.014908,64
8.672139,18.067553,65
8.5928,18.081375,66
8.718451,18.050299,67
8.795496,18.003258,68
8.696166,18.017292,69
8.594222,17.960655,70
8.700392,18.018581,71
8.64979,17.98693,72
8.817521,18.061052,73
8.602914,18.009148,74
8.640225,18.049046,75
8.658944,17.995014,76
8.652467,18.01663,77
8.635875,17.952492,78
8.705057,18.031153,79
8.691951,18.063555,80
8.589189,17.915718,81
8.616092,18.019848,82
8.844396,17.963999,83
8.774635,18.017414,84
8.63199,18.018288,85
8.834617,18.075668,86
8.598906,18.048124,87
8.623469,17.971209,88
8.782608,18.04152,89
8.738803,18.069147,90
8.657624,17.998238,91
8.747802,18.05003,92
8.707818,18.086094,93
8.746772,17.763641,94
8.602001,18.121399,95
8.719582,17.866594,96
8.743413,17.995327,97
8.489969,17.948095,98
8.677819,18.064358,99
8.659491,18.04568,100
8.6120615,18.02216,101
8.720907,18.128454,102
8.659552,18.055124,103
8.647179,18.034048,104
8.659333,18.02348,105
8.543998,18.030994,106
8.772801,18.098972,107
8.731796,18.046839,108
8.666662,18.06096,109
8.745572,18.075811,110
8.699325,18.043657,111
8.7254,18.100103,112
8.669256,17.988045,113
8.7263,18.101387,114
8.77725,18.071312,115
8.725341,18.01503,116
8.554613,17.908154,117
8.672815,17.953754,118
8.738913,17.964605,119
8.444897,17.87144,120
8.41276,17.862576,121
8.641403,18.00819,122
8.581251,18.145025,123
8.680613,18.080923,124
8.701781,17.952349,125
8.717282,18.031675,126
8.740227,18.007767,127
8.563572,17.949648,128
8.757342,18.027872,129
8.682818,18.003513,130
8.755951,17.980373,131
8.642266,17.980936,132
8.5676,17.952618,133
8.584982,17.961452,134
8.64552,18.003996,135
8.626772,17.943884,136
8.500195,17.934904,137
8.578532,17.948252,138
8.707222,18.257526,139
8.472803,17.799623,140
8.509898,17.883112,141
8.559821,18.058956,142
8.54712,18.12234,143
8.492023,18.096933,144
8.516825,18.07426,145
8.53327,17.958378,146
8.659514,17.96105,147
8.702433,18.10351,148
8.579826,17.956823,149
8.786302,18.101479,150
8.659767,17.978868,151
9.008852,18.239763,152
8.68128,18.173904,153
8.797197,18.054071,154
8.605433,18.031052,155
8.757153,18.086922,156
8.801708,17.978302,157
8.7878475,18.130026,158
8.809695,17.92418,159
8.670976,18.14943,160
8.752884,18.039825,161
8.756153,18.033764,162
8.881755,17.94575,163
8.737584,18.048576,164
8.533558,18.069672,165
8.753144,18.030613,166
8.709157,18.061937,167
8.784895,17.975128,168
8.776249,18.08707,169
8.890262,18.182915,170
8.835847,18.10381,171
8.7589035,18.087786,172
8.583058,18.116165,173
8.65388,18.030497,174
8.773514,18.003157,175
8.7868805,18.066145,176
8.728484,18.068157,177
8.845552,18.192574,178
8.725324,18.045288,179
8.756583,18.1429,180
8.703806,18.06581,181
8.777435,17.848806,182
8.825214,17.98601,183
8.735434,18.014908,184
8.556444,18.03187,185
8.775588,18.076302,186
8.723899,18.08124,187
8.755833,18.026787,188
8.906916,18.163218,189
8.81837,18.082848,190
8.792773,18.051435,191
8.684932,18.003008,192
8.879781,18.133375,193
8.961014,18.121725,194
8.833715,18.003578,195
8.82816,18.072641,196
8.787319,17.943785,197
8.762703,18.064756,198
8.673891,17.996082,199
8.659536,18.009493,200
8.755694,18.05699,201
8.761355,18.034689,202
8.83454,18.095766,203
8.816432,18.112646,204
8.652898,17.996712,205
8.928475,18.00422,206
8.764112,18.07429,207
8.84769,18.115444,208
8.723762,18.048212,209
8.721484,18.007566,210
8.651021,17.987932,211
8.77318,18.031178,212
8.853748,18.076984,213
8.728151,18.01535,214
8.774233,17.974667,215
8.835587,17.920977,216
8.796481,18.038723,217
8.777321,18.086752,218
8.765345,17.988136,219
8.714595,18.10283,220
8.818967,18.084019,221
8.6689205,18.094254,222
8.802548,18.003197,223
8.733661,18.013609,224
8.803999,17.99847,225
8.735753,18.102043,226
8.728639,18.00979,227
8.744988,17.910776,228
8.885606,18.024511,229
8.861766,18.112572,230
8.902844,18.019289,231
8.812266,18.080023,232
8.717434,17.960657,233
8.672904,17.947372,234
8.622854,18.02952,235
8.538333,17.886126,236
8.821735,17.989765,237
8.863317,18.099804,238
8.675198,17.969017,239
8.589845,17.931322,240
8.874638,18.112001,241
8.585233,17.857033,242
8.683031,17.970905,243
8.7669325,18.07985,244
8.366148,17.795471,245
8.525116,17.928827,246
8.4240265,17.916498,247
8.5369,17.81438,248
8.510428,17.956816,249
8.433337,18.02828,250
8.374769,17.939793,251
8.346239,17.806124,252
8.396238,17.870657,253
8.261085,17.840816,254
8.046978,17.898775,255
7.1481733,18.224873,256
7.6853952,18.087595,257
8.381998,17.935793,258
8.232009,17.9536,259
8.314984,18.0081,260
8.463597,17.84302,261
8.271449,17.901978,262
8.21031,18.022654,263
8.114048,18.077589,264
8.204398,17.917675,265
8.424439,17.954758,266
8.354665,17.99291,267
8.512337,17.866339,268
8.360186,18.010544,269
8.278861,18.05756,270
8.413514,17.834028,271
8.295164,18.008917,272
8.4091425,17.90099,273
8.506789,17.921251,274
8.340001,17.889015,275
8.225338,17.991493,276
8.294598,18.016787,277
8.344364,17.835407,278
8.321357,17.915674,279
8.393447,17.888546,280
8.312008,17.881458,281
8.337749,17.86974,282
8.357518,17.830606,283
8.371301,17.929224,284
8.619582,17.909643,285
8.4460745,17.847525,286
