UMAP1,UMAP2,TimeStep
-4.5125484,-2.300944,0
-4.6644964,-2.3476124,1
-4.791995,-3.130325,2
-4.2732043,-3.410892,3
-4.2421656,-3.384855,4
-3.958201,-2.8359342,5
-4.1000133,-2.7251334,6
-4.20728,-3.179097,7
-4.2615733,-3.143736,8
-4.23343,-3.1600654,9
-4.5911446,-3.1948967,10
-4.282921,-3.3293884,11
-4.0377727,-3.2603662,12
-3.8840122,-3.1876547,13
-4.3645153,-2.618716,14
-4.3855553,-3.2742443,15
-4.3842683,-3.265351,16
-4.4654503,-3.2194233,17
-4.0391226,-3.0703862,18
-4.2282987,-2.5915039,19
-4.530116,-2.4548545,20
-4.5630293,-2.3971395,21
-4.4306827,-2.6083252,22
-4.3362603,-2.7840102,23
-4.5187345,-2.5089934,24
-4.628193,-3.0985973,25
-4.601933,-2.4023852,26
-4.579617,-2.498244,27
-4.5497284,-3.2178314,28
-4.6044245,-3.2101762,29
-4.3518095,-3.214159,30
-4.619071,-2.5026593,31
-4.501858,-2.3650317,32
-4.573351,-3.190823,33
-4.6101522,-3.224118,34
-4.390222,-3.141801,35
-4.554993,-3.2600017,36
-4.531366,-3.2863243,37
-4.5646744,-3.1827967,38
-4.53377,-3.2718918,39
-4.140624,-3.3855734,40
-4.1164675,-3.3695033,41
-4.34244,-3.1285808,42
-4.231871,-3.296399,43
-4.3971853,-3.0912342,44
-4.1626143,-3.3784742,45
-4.4641695,-2.8887267,46
7.085396,10.379355,47
9.291087,3.4217954,48
-4.586426,-2.1657956,49
-4.554634,-2.2900052,50
-4.580022,-2.2291086,51
-4.554116,-2.0212295,52
-4.64179,-2.0053074,53
-4.662418,-1.719561,54
-4.44412,-2.5809596,55
-4.46594,-2.6124442,56
-3.9035442,-3.0543513,57
-3.766731,-3.117506,58
-4.6495557,-2.239782,59
-4.1949553,-3.0039327,60
-4.0652466,-3.2671454,61
-4.2898498,-2.9618695,62
-4.6499906,-1.8086116,63
-4.5727477,-1.9854444,64
-4.214924,-2.4544086,65
-4.783829,-3.133406,66
-4.387644,-3.0453649,67
-3.9319577,-3.5319135,68
-3.8850458,-3.5710342,69
-4.0195103,-3.7533822,70
-4.107751,-4.0563426,71
-4.1035438,-4.104697,72
-4.111636,-4.144801,73
-4.086389,-4.1148868,74
-4.0653844,-4.1220512,75
-4.0568614,-4.1239944,76
-4.0950465,-4.1323,77
-4.113693,-4.1579895,78
-4.1308374,-4.16017,79
-4.097894,-4.1489186,80
-4.086633,-4.1124806,81
-4.1092687,-4.0984573,82
-4.7202916,-3.233411,83
-4.659216,-3.2063558,84
-4.2802825,-3.8775117,85
-4.1109247,-4.074468,86
-4.122963,-4.055756,87
-4.0461044,-4.125805,88
-3.9070387,-3.0962086,89
-3.803827,-3.0952325,90
-3.9003508,-3.1366177,91
-3.9425213,-3.102068,92
-4.3186016,-3.1828034,93
-4.301133,-3.2521625,94
7.0017753,10.438827,95
9.318516,3.4034345,96
-4.5801783,-2.1817527,97
-4.573807,-2.118482,98
-3.9927514,-3.1085067,99
-4.5534244,-2.2844737,100
-3.9146898,-3.0423589,101
-4.486844,-2.3928838,102
-3.860128,-3.1556423,103
-4.0800805,-3.1608808,104
-3.9914782,-3.0764718,105
-3.8474672,-3.0261495,106
-3.8116639,-3.3864117,107
-4.1452413,-3.4680102,108
-3.9072285,-3.3920689,109
-4.145917,-3.4996285,110
-4.5764303,-2.64445,111
-4.357176,-2.5781152,112
-4.714024,-2.6539507,113
-4.741224,-1.7690761,114
-5.087712,-1.923754,115
-4.927018,-1.5939337,116
-4.849249,-1.3826435,117
-3.6160264,-3.4422107,118
-3.751043,-3.4528525,119
-4.2296505,-3.2104902,120
-3.967098,-3.3829732,121
-4.720579,-1.807627,122
-3.5652509,-3.6367028,123
-4.78746,-1.5939795,124
-3.584195,-4.0351987,125
-3.6045392,-4.0278335,126
-4.92004,-1.5208992,127
-5.051046,-1.9134872,128
-5.6858306,-2.3967342,129
-5.460635,-2.2184243,130
-5.6819625,-2.4393308,131
-5.728235,-2.446353,132
-5.7471375,-2.41302,133
-5.707598,-2.4636683,134
-5.7367716,-2.465018,135
-2.6871598,-2.4125376,136
-2.6535234,-2.4370701,137
-2.657189,-2.4296973,138
-4.1560273,-3.5696254,139
-3.8856149,-3.6340775,140
-3.6554322,-3.5172644,141
-4.15404,-3.9035304,142
6.88089,10.515926,143
9.408208,3.3471508,144
-3.6705468,-3.3029423,145
-3.670171,-3.24329,146
-4.836119,-2.283723,147
-4.599444,-3.1208556,148
-3.9418373,-3.1898875,149
-3.7067132,-3.6787674,150
-3.7007759,-3.55743,151
-3.7090576,-3.3520207,152
-4.6153793,-3.0116763,153
-4.7789707,-1.5535794,154
-4.79868,-1.5043457,155
-3.942907,-3.855118,156
-4.723355,-1.5929414,157
-3.3415632,-3.315546,158
-3.2312865,-3.4053926,159
-3.456197,-3.5979693,160
-3.5894268,-3.5363317,161
-3.674899,-3.6871943,162
-3.299096,-3.24258,163
