umap1,umap2,timestep
0.20218629,-12.56826,0
0.28403878,-12.531146,1
0.37570488,-12.46966,2
0.32815233,-12.527199,3
0.29283583,-12.553249,4
0.26770985,-12.581275,5
0.24300353,-12.554123,6
0.30356586,-12.483901,7
0.32697594,-12.484768,8
0.22754373,-12.554522,9
0.29706275,-12.563537,10
0.32723317,-12.562314,11
0.32199284,-12.534124,12
0.29235753,-12.531607,13
0.35917896,-12.448851,14
0.26937947,-12.51592,15
0.3064965,-12.512455,16
0.3203569,-12.461064,17
0.20051865,-12.499367,18
0.24092862,-12.497103,19
0.31994203,-12.43616,20
0.3671153,-12.458586,21
0.36051452,-12.44749,22
0.4371769,-12.369281,23
0.30499524,-12.498054,24
0.16830939,-12.537256,25
0.40723124,-12.498203,26
0.33643246,-12.519154,27
0.4069191,-12.584993,28
0.39810908,-12.55952,29
0.36075944,-12.495881,30
0.3185667,-12.507487,31
0.3342693,-12.48895,32
0.31028968,-12.546668,33
0.3524091,-12.47405,34
0.37167928,-12.469125,35
0.26586664,-12.524655,36
0.33866736,-12.472069,37
0.29088947,-12.527843,38
0.3720682,-12.410276,39
0.31271598,-12.481898,40
0.32739547,-12.47902,41
0.32365432,-12.471558,42
0.30648673,-12.506727,43
0.33039498,-12.38888,44
0.30275714,-12.47954,45
0.3178481,-12.433564,46
0.27119118,-12.498501,47
0.4058409,-12.462972,48
0.0034883749,-13.25162,49
-0.37935978,-12.932875,50
0.3639236,-12.507831,51
-0.010216262,-12.735414,52
-0.25579327,-12.853792,53
-0.20499991,-12.667944,54
-0.15826616,-12.717787,55
0.23350984,-12.499989,56
-0.17795177,-13.554487,57
-0.26748577,-13.029902,58
-0.13124225,-13.605468,59
-0.013882247,-13.094727,60
-0.028144013,-12.964757,61
-0.078903936,-12.783274,62
0.11762626,-13.050658,63
0.11829527,-12.83208,64
-0.48138976,-12.917335,65
-0.11518914,-12.7709,66
-0.020318873,-12.713218,67
0.05319996,-12.855988,68
0.10211278,-12.688332,69
0.09677287,-12.883453,70
0.03712266,-12.936618,71
-0.048737604,-12.815365,72
0.088412665,-12.76453,73
0.14824277,-12.634097,74
-0.027460728,-12.732398,75
0.14330006,-12.855474,76
0.079802044,-12.704748,77
0.08120882,-12.720062,78
0.29139155,-12.542216,79
0.22478853,-12.849621,80
0.19566143,-12.701671,81
0.25062013,-12.613066,82
0.22903727,-12.660166,83
0.122074455,-12.665631,84
0.04387382,-12.635334,85
0.111157395,-12.709797,86
0.20191565,-12.919063,87
0.15482593,-12.972537,88
0.21239948,-12.908234,89
