UMAP1,UMAP2,TimeStep
14.406649,9.147311,0
14.665852,9.012787,1
13.829623,9.836949,2
14.751351,9.115162,3
14.774406,9.160564,4
14.478073,9.418881,5
13.850431,9.711469,6
14.09467,9.844754,7
14.338156,8.980426,8
14.215645,9.191272,9
13.279092,7.547282,10
14.980317,8.970346,11
15.027253,9.072513,12
14.938011,9.0906,13
14.718984,8.932057,14
14.932848,9.078586,15
14.939364,9.178192,16
14.594849,9.067703,17
14.759134,9.042603,18
14.135565,9.731647,19
14.207462,9.6998825,20
14.701313,8.853933,21
14.244067,9.4459715,22
14.117644,9.735287,23
14.034792,9.863004,24
14.07546,9.816988,25
13.959708,9.898976,26
14.460375,9.245075,27
14.420615,9.252596,28
14.907847,9.038742,29
14.804004,9.11662,30
14.097443,9.858113,31
14.083815,9.923397,32
14.039673,9.907292,33
14.3580675,8.991573,34
14.641977,9.066906,35
14.352673,9.022126,36
12.687154,10.129213,37
13.7197485,9.542504,38
14.184008,8.819064,39
12.50642,10.299763,40
12.5361395,10.346706,41
12.476484,10.357371,42
14.810367,8.763102,43
14.814728,8.781674,44
14.690105,8.694119,45
14.872498,8.479167,46
-0.45718423,4.4276643,47
5.3796034,-1.4479367,48
14.294189,9.6418495,49
14.180985,9.701668,50
13.835866,9.825248,51
14.665864,8.955451,52
13.84573,9.816963,53
13.86748,9.8824625,54
13.701363,9.832033,55
13.623933,10.015677,56
13.55662,10.072495,57
13.949164,10.277844,58
14.389657,10.0988865,59
14.761801,9.224501,60
14.921674,9.0579195,61
14.555837,9.266475,62
14.540296,9.1829195,63
12.4047365,10.403428,64
12.811164,7.8402224,65
12.567301,8.440177,66
12.678135,7.998693,67
12.770822,8.002366,68
12.616881,8.395391,69
11.954766,10.444977,70
12.46541,10.373899,71
12.248802,10.516058,72
11.778526,10.529099,73
12.645055,8.329592,74
11.671576,10.536714,75
11.524653,10.630856,76
11.816706,10.542546,77
12.255432,10.585013,78
11.685977,10.584972,79
12.285555,10.641762,80
12.010554,10.377507,81
12.647838,7.9766226,82
12.639623,7.9968033,83
12.599323,7.852314,84
12.692874,6.9370446,85
12.76661,6.867259,86
12.113885,2.9183624,87
14.170041,4.7742643,88
13.585602,6.1487203,89
12.798581,6.8953614,90
12.738402,5.1293616,91
11.982529,10.276616,92
12.574374,10.422796,93
13.830107,9.709372,94
-0.49581617,4.5370936,95
5.3732657,-1.4766717,96
14.44105,9.368722,97
14.135483,9.515534,98
14.484373,9.091414,99
14.647685,9.03077,100
14.555426,9.222466,101
13.573391,10.062327,102
14.231487,10.120306,103
14.24744,10.0518465,104
14.2548895,9.81816,105
14.241366,9.729135,106
13.054772,10.652228,107
12.596485,10.4161625,108
13.00442,10.64613,109
13.115551,10.653525,110
13.008825,10.639912,111
12.111433,10.369649,112
12.235199,10.502553,113
14.724604,9.373819,114
14.090837,10.323492,115
14.38229,10.363124,116
14.185105,10.649772,117
13.8127775,9.705404,118
14.793488,9.16649,119
13.709503,9.884319,120
14.027887,9.662413,121
14.732371,9.131457,122
14.88927,9.10387,123
14.502821,9.278291,124
14.15534,10.690024,125
14.09393,10.751996,126
14.231051,10.54607,127
14.278947,10.5686455,128
