UMAP1,UMAP2,TimeStep
7.9220624,6.016097,0
6.867015,6.077609,1
6.116815,5.5719395,2
8.23832,6.5822926,3
8.25859,6.6524787,4
8.285145,6.6656747,5
6.5961695,5.6909018,6
6.7979198,4.991767,7
8.445579,5.589984,8
7.574287,5.471503,9
7.519372,5.409058,10
7.4889646,5.3313975,11
8.37623,5.057955,12
8.43021,5.081162,13
8.451133,5.3628845,14
7.997615,5.1135545,15
8.373622,4.99031,16
8.364003,5.0717144,17
8.341154,5.0197873,18
8.528799,5.551698,19
8.408686,5.164585,20
8.31178,4.991355,21
8.320169,5.0338783,22
8.412523,5.0002847,23
8.413142,4.9760275,24
8.251878,5.476964,25
11.209116,5.3673034,26
11.18706,5.35302,27
11.202118,5.3662906,28
4.9878917,3.1373487,29
4.9829807,3.1291997,30
4.985759,3.1315284,31
4.9902053,3.1383545,32
11.192124,5.407766,33
4.99092,3.1311183,34
4.980726,3.130809,35
4.979159,3.130764,36
4.9867253,3.141988,37
5.040566,3.1136608,38
5.010909,3.147446,39
4.9764824,3.1251273,40
4.961674,3.1145816,41
11.249028,5.392538,42
11.249433,5.3800626,43
11.227069,5.40148,44
4.984056,3.1305223,45
5.0177455,3.1870608,46
12.855793,7.348911,47
6.1098504,6.558579,48
8.805743,6.611997,49
9.161562,6.8853593,50
9.899964,6.343426,51
11.234958,5.390749,52
7.1699996,3.250648,53
6.89957,3.621795,54
6.012194,5.6936035,55
5.6122994,5.4467034,56
5.818844,5.171177,57
7.1374307,3.2845144,58
7.149055,3.2530649,59
7.143972,3.2591262,60
11.138881,6.1542616,61
11.180307,6.1363096,62
11.204592,6.1045775,63
11.188961,5.573204,64
11.1878,5.4179697,65
4.983125,3.1322083,66
4.9584937,3.1102831,67
5.00686,3.171234,68
4.9597683,3.1408854,69
9.881832,6.261493,70
9.620588,6.269518,71
4.966407,3.1240087,72
5.013663,3.1933136,73
4.9853125,3.1457503,74
4.998789,3.1560483,75
5.000413,3.175701,76
9.901105,6.292081,77
11.118644,5.3948183,78
9.888324,6.1957717,79
4.943668,3.1096454,80
9.814012,6.260624,81
9.834042,6.2508965,82
9.831579,6.2974515,83
9.864383,6.2626705,84
4.9978113,3.1653664,85
9.928575,6.2721767,86
9.92234,6.339507,87
4.9760194,3.135236,88
4.983011,3.146489,89
11.049429,5.4194694,90
9.59113,6.2787647,91
9.037603,6.625939,92
9.036389,6.419987,93
8.9971075,6.4143095,94
12.848137,7.3662977,95
5.985235,6.7949123,96
7.9210157,6.0524397,97
6.7095566,5.94998,98
7.8905773,6.434478,99
6.4605374,4.75737,100
8.434702,4.490637,101
8.2616825,4.3553705,102
6.2658854,4.6515484,103
6.8478117,3.706509,104
6.866322,3.8015714,105
7.007268,3.8538766,106
6.8703456,3.7548275,107
6.622948,4.0812755,108
5.99473,4.979415,109
8.333494,4.272117,110
5.9689794,5.523726,111
5.9006906,5.470812,112
5.936802,5.5838747,113
7.9087076,6.0657372,114
6.910942,6.267149,115
8.73516,6.5552444,116
8.142407,6.582711,117
6.297706,5.806841,118
7.9540863,6.3803678,119
8.488727,6.7534847,120
9.591243,7.135413,121
10.359595,7.1209655,122
