umap1,umap2,timestep
0.49688244,1.7726965,0
0.46842134,1.7684282,1
0.46626014,1.6997254,2
0.54233503,1.6856741,3
0.48867297,1.7567648,4
0.6477654,1.7808998,5
0.6725324,1.6380473,6
0.77997684,1.5952492,7
0.76494396,1.6922042,8
0.7584426,1.8573426,9
0.9131708,1.7530491,10
0.96125,1.6625938,11
1.0174413,1.6538649,12
0.95422524,1.7315668,13
0.97853637,1.5660954,14
0.55096,1.6578422,15
0.99688125,1.5728036,16
0.92202586,1.6129141,17
1.0318723,1.6023611,18
1.0020279,1.5794399,19
1.1035566,1.5767887,20
0.6858103,1.7636739,21
0.6817584,1.7066174,22
0.8574059,1.8587646,23
0.722821,1.7537109,24
0.85369617,1.7248042,25
1.0020874,1.6020515,26
0.8462964,1.5872016,27
0.9719858,1.5846118,28
0.8864667,1.5844425,29
0.9673081,1.5814818,30
1.0850116,1.6333252,31
1.1756566,1.6078061,32
1.1328715,1.5517353,33
1.0771233,1.6143906,34
1.1024077,1.5635844,35
1.1642908,1.5898842,36
0.7624327,1.7179605,37
0.7805036,1.7299148,38
0.6355258,1.8416815,39
0.8702535,1.6242797,40
1.0564686,1.6575396,41
0.7259286,1.6593165,42
0.83504105,1.8466102,43
0.6972206,1.8940768,44
0.62628907,1.8287678,45
1.0503398,1.6035558,46
1.1556538,1.5350019,47
0.53187853,1.6623021,48
0.50475407,1.7478787,49
0.5720138,1.6324618,50
0.6426468,1.6997594,51
0.49076515,1.874207,52
0.5662118,1.7857001,53
0.7716789,1.5566908,54
0.69816357,1.6968133,55
0.9560636,1.6212993,56
0.54778385,1.8378619,57
0.49409512,1.8068806,58
0.73529804,1.6452383,59
0.81566995,1.6528556,60
0.9164827,1.8112794,61
0.69049704,1.7740134,62
0.7306305,2.0091515,63
0.7217457,2.0944855,64
0.73738307,1.6716477,65
0.80377275,1.7052875,66
0.93136513,1.6940624,67
0.9459044,1.6018901,68
0.9056263,1.768482,69
0.91428936,1.7220368,70
0.9650743,1.8192811,71
0.9301275,1.7473581,72
1.0790709,1.7285414,73
1.0724713,1.554637,74
0.88263667,1.8441534,75
1.0173823,1.9581041,76
0.889174,1.6600608,77
1.039647,1.692993,78
0.9965567,1.7099192,79
1.0157387,1.5991151,80
0.9548315,1.7306075,81
