umap1,umap2,timestep
11.5032835,-9.052615,0
11.467912,-9.131111,1
11.42698,-9.015328,2
11.532083,-9.155517,3
11.582411,-9.032472,4
11.49768,-9.117457,5
11.647513,-9.115118,6
11.4242325,-9.141248,7
11.423567,-9.250907,8
11.516139,-9.107971,9
11.5060005,-9.14719,10
11.555604,-9.012933,11
11.446454,-9.115838,12
11.420442,-9.103716,13
11.604794,-9.088151,14
11.427628,-9.056626,15
11.48586,-9.224369,16
11.483559,-9.130448,17
11.353138,-9.206132,18
11.223489,-9.395982,19
11.342572,-9.302245,20
11.288924,-9.087803,21
11.2568445,-9.297938,22
11.448579,-9.06653,23
11.226162,-9.3329,24
11.325376,-9.265047,25
11.362533,-9.220238,26
11.395573,-9.26073,27
11.422573,-9.106448,28
11.420119,-9.181215,29
11.459484,-9.231295,30
11.436691,-9.242115,31
11.4436,-9.1340685,32
11.43818,-8.963564,33
11.487815,-9.088164,34
11.391994,-9.17359,35
11.5207405,-9.076025,36
11.393325,-9.156469,37
11.470491,-9.199552,38
11.517546,-9.11311,39
11.466208,-9.109016,40
11.382926,-9.123266,41
11.464483,-9.15037,42
11.382675,-9.177706,43
11.450984,-8.921452,44
11.429172,-9.135749,45
11.568429,-9.151735,46
11.269553,-9.427815,47
11.681473,-9.0602865,48
11.444691,-9.160716,49
11.455654,-9.222489,50
11.458087,-9.016917,51
11.386922,-9.145291,52
11.409707,-9.129487,53
11.396967,-9.09367,54
11.318185,-9.124711,55
11.396418,-9.141466,56
11.348027,-9.091455,57
11.447708,-9.085697,58
11.383406,-9.20923,59
11.553568,-9.153912,60
11.437071,-9.1909685,61
11.252652,-9.272758,62
11.383342,-9.132106,63
11.252365,-9.345073,64
11.20895,-9.265552,65
11.455876,-9.183946,66
11.5042515,-9.043509,67
11.291799,-9.256492,68
11.280901,-9.009898,69
11.378627,-9.247695,70
11.471699,-9.23262,71
11.378291,-9.081528,72
11.312209,-9.100753,73
11.611419,-9.275768,74
11.306085,-9.057275,75
11.488561,-9.085809,76
11.387857,-8.939653,77
11.418475,-9.132154,78
11.4182415,-9.1251955,79
11.30304,-9.058381,80
11.439875,-9.139423,81
11.383625,-9.113723,82
11.422685,-9.112802,83
11.40419,-9.037961,84
11.329313,-9.1117,85
11.402496,-9.167246,86
11.222892,-9.383427,87
11.389682,-9.275103,88
11.456163,-9.039396,89
11.45146,-9.198621,90
11.389491,-9.136195,91
11.491218,-9.073804,92
11.469793,-9.188557,93
11.424713,-9.118471,94
11.211453,-9.394721,95
11.362366,-9.180931,96
11.312072,-9.171955,97
11.46076,-9.086969,98
11.319568,-9.277636,99
11.207656,-9.147435,100
11.461275,-9.169709,101
11.345156,-9.152753,102
11.326457,-9.223659,103
11.378565,-9.124258,104
11.32947,-9.02865,105
