UMAP1,UMAP2,TimeStep
4.71186,0.48303473,0
7.6951766,0.24020602,1
7.359206,0.46983284,2
7.208432,0.21085681,3
4.1323814,0.21220665,4
5.3669553,-0.117302924,5
7.659915,0.24215694,6
7.565885,0.23883314,7
7.483795,0.26226997,8
5.5348043,-0.07740144,9
4.9592576,-0.008864931,10
5.463092,-0.08773574,11
5.1472754,-0.04185189,12
7.385745,0.0734641,13
4.9819837,0.095971085,14
4.547597,0.21876787,15
3.5739102,0.47421518,16
3.8521163,0.47193137,17
4.2412786,0.4675399,18
4.8425174,-0.05176502,19
4.8104053,-0.08120921,20
4.760304,-0.0117644705,21
4.8193674,-0.071005635,22
4.871864,-0.027665682,23
4.885583,-0.09523084,24
4.9247723,-0.14686285,25
4.935743,-0.023791835,26
4.708513,0.22902676,27
7.7981553,-0.16383754,28
7.7183843,-0.21691519,29
7.6770973,-0.22528045,30
7.656062,-0.26539445,31
4.9446964,-0.052159227,32
4.9569745,-0.11083056,33
4.9771404,-0.048334304,34
4.5581946,0.19705315,35
7.4907436,-0.24217394,36
4.990705,-0.08734985,37
5.0289235,-0.015305662,38
5.0950785,-0.054082084,39
5.109432,-0.052897993,40
4.175584,0.0028269072,41
4.213655,0.53742385,42
4.0481977,0.45097172,43
4.2029223,0.1588504,44
4.510386,0.34371287,45
4.963588,0.08026599,46
12.387919,10.992465,47
17.995417,8.579697,48
7.3494925,0.2736832,49
7.6244397,0.29336354,50
4.930396,0.13625592,51
4.189766,0.598599,52
7.4540787,0.5990487,53
7.8582664,0.62469596,54
8.003527,0.3142908,55
4.279984,0.61154175,56
4.7531776,0.10545661,57
4.736235,0.015629875,58
4.4008923,0.07157771,59
8.290551,0.7246092,60
3.7932968,0.45655727,61
8.361556,0.6931555,62
8.606251,0.43463874,63
7.2075763,0.22477621,64
4.518734,0.55739135,65
6.1324573,-0.20302716,66
7.5551744,-0.07944327,67
6.042428,-0.2633301,68
5.4119563,-0.5126697,69
3.3349793,1.1141142,70
8.488042,0.7950218,71
8.423964,0.93827474,72
4.0087047,0.45162472,73
3.167292,0.10293222,74
3.0671203,0.11143763,75
3.0127099,0.11578188,76
3.2018573,0.2240646,77
3.2009845,0.19812705,78
3.1566894,0.10626723,79
5.4079843,-0.3303797,80
5.6797686,-0.66516274,81
5.585155,-0.46215636,82
3.2062209,0.16338688,83
3.265592,0.21549709,84
3.3590434,0.24404787,85
4.592728,1.0442991,86
6.7554708,0.3038651,87
8.418068,0.14013363,88
8.782623,0.4122447,89
9.260452,0.444932,90
8.822599,0.5589172,91
8.6753435,0.51896274,92
9.309037,0.53180164,93
9.391363,0.50373775,94
12.367123,11.060774,95
17.967138,8.609502,96
7.877511,0.57477266,97
7.618719,0.4896997,98
4.172612,0.6680806,99
4.7505903,0.40267286,100
4.3788013,0.55731124,101
4.560751,0.5236753,102
5.5620594,0.25477907,103
4.698724,0.33356935,104
4.980847,0.38397408,105
3.0913203,0.93859893,106
4.6051235,0.5964862,107
5.2461667,0.30682757,108
6.372485,0.2870523,109
4.619344,0.6919176,110
3.8500752,0.68919915,111
3.7375233,0.9107939,112
3.7263308,1.3942012,113
5.60257,0.063688144,114
6.6088586,0.25747144,115
7.3831506,-0.0050863875,116
7.3224034,0.12362843,117
6.8501735,-0.0154061485,118
5.081975,0.50613844,119
3.8966749,0.7985737,120
4.4201846,-0.0073261014,121
4.963759,0.49506658,122
3.9270859,0.40989164,123
5.1984363,-0.75381947,124
4.0091805,0.6754433,125
7.2036805,-0.823448,126
7.228248,-0.7215578,127
7.2225733,-0.8086339,128
7.228757,-0.826365,129
7.2243624,-0.8327318,130
7.2376766,-0.79425025,131
5.593582,-2.7013962,132
5.143903,1.0444332,133
2.570009,-0.15250605,134
6.9437222,-0.82138973,135
7.34688,-0.631699,136
7.201835,-0.8475795,137
