UMAP1,UMAP2,TimeStep
6.894917,0.7087341,0
8.765818,-0.14569576,1
7.6746383,0.24288942,2
7.0670304,0.5780361,3
7.8046713,0.1741747,4
6.6162734,0.90985215,5
6.587924,0.8399249,6
6.9189253,0.7515368,7
6.6774797,0.7857965,8
7.0518365,0.49157447,9
6.8912597,0.5788345,10
6.6336007,0.7802512,11
6.437459,0.8384903,12
6.387626,0.88779825,13
6.419752,0.89283687,14
6.373869,0.93427265,15
8.8170185,-0.15047574,16
7.1848207,0.72619337,17
6.843647,0.6952179,18
6.6285872,0.8207167,19
6.6187367,0.8863285,20
6.44328,0.9724536,21
6.5317597,0.8701437,22
8.054524,-0.063220285,23
8.35982,-0.13096027,24
8.261028,-0.1713963,25
8.134808,-0.13353966,26
6.5547156,0.8510205,27
6.6335526,0.7602088,28
6.726796,0.46543393,29
6.670134,0.673946,30
6.612038,0.8519163,31
6.752858,0.4797879,32
6.795799,0.5851318,33
6.6929336,0.63511026,34
6.625258,0.80489886,35
6.6178007,0.6990387,36
6.6628447,0.6272781,37
6.682697,0.5065501,38
6.8399534,0.39549613,39
6.7906156,0.36744663,40
6.707313,0.4699123,41
6.6676483,0.43183917,42
8.008329,-0.1609634,43
8.000519,-0.17176482,44
8.076768,-0.1822598,45
8.22631,-0.16212238,46
-2.8679845,7.2724977,47
0.031503975,-0.0059684236,48
8.336739,-0.046384856,49
7.837413,0.07179412,50
9.112535,0.13530058,51
9.140066,-0.16550224,52
8.567189,0.01405479,53
7.0217834,0.47482812,54
6.870351,0.5347091,55
7.108795,0.46877858,56
7.4135523,0.31294945,57
6.813106,0.48484904,58
7.4959755,0.20688835,59
7.1465893,0.3401911,60
6.6986666,0.61612636,61
6.707824,0.59256744,62
6.428316,0.83508897,63
6.429447,0.94021475,64
6.3186073,1.0681984,65
6.668334,0.59539014,66
7.0319476,0.48312584,67
6.975054,0.4709213,68
6.561971,0.78465277,69
6.8487034,0.49541387,70
6.8877745,0.46684536,71
6.970644,0.42990324,72
7.1531487,0.38949847,73
6.9707923,0.47209314,74
6.93186,0.44026825,75
6.9679356,0.45562023,76
6.7474327,0.5515786,77
7.017425,0.43290058,78
6.9923377,0.4447613,79
6.9215364,0.36615807,80
7.086927,0.42810953,81
6.8681493,0.4367053,82
8.576036,-0.16657035,83
8.484495,-0.1355612,84
7.1606555,0.31569612,85
7.0395775,0.3751355,86
6.9624267,0.42176583,87
7.080372,0.34059396,88
7.0262613,0.44649768,89
6.9959474,0.40207803,90
6.5758204,0.686376,91
6.8051744,0.586971,92
6.630917,0.643443,93
6.769802,0.6493766,94
-2.85652,7.370305,95
-0.019360926,-0.022503369,96
6.6983547,0.515912,97
6.6238647,0.4148496,98
6.919687,0.4868631,99
7.4323106,0.24897584,100
7.2519035,0.38441,101
7.2207966,0.35896108,102
9.120194,-0.29502046,103
9.098846,-0.28113493,104
7.162249,0.31149632,105
7.5966444,0.19222848,106
7.356414,0.42699808,107
6.394669,0.78427404,108
6.481214,0.7717819,109
6.9107876,0.41790712,110
7.46172,0.22741348,111
7.262993,0.2377108,112
7.485568,0.15190755,113
8.220684,0.026841104,114
8.045367,0.22864062,115
7.931456,0.29371896,116
9.08137,-0.23973079,117
7.208375,0.3608305,118
7.4928436,0.27377102,119
6.6589622,0.6865,120
7.0417447,0.45713776,121
6.7464643,0.65430146,122
9.046156,-0.26292711,123
9.01213,-0.2555863,124
8.1680565,-0.07291336,125
8.397497,-0.13524784,126
8.224289,-0.13913578,127
8.397268,-0.16347575,128
8.3415365,-0.1640835,129
8.188141,-0.118967086,130
8.179906,-0.1270338,131
8.272108,-0.2490576,132
8.27261,-0.26248544,133
8.242773,-0.2424078,134
8.282771,-0.23640388,135
9.731707,-0.039959848,136
7.7199616,0.24044074,137
7.759472,0.24650212,138
7.6993976,0.25725237,139
5.0628276,4.465044,140
9.286942,4.3201947,141
9.259715,4.355442,142
-2.8479674,7.436142,143
-0.07883101,-0.045871653,144
7.2752094,0.50425863,145
6.949745,0.8157323,146
6.697051,0.9959834,147
6.9484105,0.55557543,148
7.343439,0.48426497,149
6.6656446,1.1610316,150
7.165897,0.89481825,151
6.952555,0.80022764,152
7.345763,0.48701,153
7.27874,0.52571416,154
7.1744604,0.6358546,155
7.261341,0.7463188,156
6.993751,0.5890387,157
6.729651,1.1360406,158
7.314731,0.84109265,159
6.7474947,1.2402948,160
6.6757035,1.2729691,161
6.7228103,1.2780439,162
6.7321677,1.249281,163
7.320326,0.8458557,164
7.2705655,0.87591475,165
9.651879,-0.1827425,166
9.586511,-0.23825286,167
9.748794,-0.23810932,168
9.570888,-0.27419358,169
9.95951,-0.17747253,170
9.936086,-0.20598708,171
10.061301,-0.12689345,172
9.58932,-0.26242954,173
9.624335,-0.2543015,174
9.562456,-0.2773112,175
6.7733107,0.9925455,176
9.964738,-0.14207068,177
7.1076207,0.90439594,178
9.022526,-0.1525694,179
8.894671,-0.18373384,180
8.588918,-0.22382726,181
8.534075,-0.21818343,182
8.510535,-0.18230487,183
8.795381,-0.21658441,184
8.821181,-0.24042545,185
6.2196226,2.0187764,186
7.731996,0.20963591,187
8.414782,-0.1594671,188
8.048644,0.3912905,189
7.124565,0.84320223,190
-2.8138318,7.568233,191
-0.14519347,-0.07128502,192
7.5493107,0.5263346,193
6.641261,0.69493794,194
7.955183,0.4827924,195
7.6830707,0.2310066,196
7.5735974,0.5755572,197
7.6592836,0.4845639,198
7.649317,0.45214117,199
7.6121764,0.53710896,200
7.630855,0.4465624,201
7.686697,0.46804255,202
7.6520658,0.49720004,203
7.6196733,0.52703047,204
7.6211386,0.44825843,205
6.635799,0.9582939,206
6.63957,0.967074,207
6.636817,0.8953971,208
6.6309075,0.9529091,209
6.5893736,0.9522329,210
6.341537,0.7546871,211
6.3459196,0.84644645,212
6.6183066,0.9849777,213
6.835158,0.80986834,214
7.0964794,0.655872,215
6.6077743,0.934659,216
6.492362,0.9093306,217
6.322663,0.8542091,218
6.3302016,0.842102,219
6.3138857,0.8046342,220
6.2842555,0.82028556,221
6.2588396,0.76988846,222
6.306383,0.8346582,223
7.609196,0.32125017,224
8.237574,-0.14957987,225
9.243152,-0.27648622,226
9.1044035,-0.17029604,227
9.1660385,-0.13398609,228
6.2621794,2.003323,229
7.3200517,0.76593775,230
7.5892572,0.5118517,231
7.6995482,0.4917219,232
7.491699,0.6476576,233
7.096339,0.8855019,234
6.347535,0.8065283,235
8.649024,0.53057116,236
7.5539856,0.61070037,237
7.4812584,0.6145531,238
-2.7709858,7.649274,239
-0.26188686,-0.11979312,240
7.2259216,0.57940537,241
6.9000974,0.9662328,242
7.127443,0.9660661,243
7.483833,0.5753302,244
7.784071,0.5176099,245
6.386649,0.7643769,246
7.981145,0.39734796,247
7.837703,0.43028483,248
8.087657,0.26095343,249
7.7760468,0.35420528,250
7.8438697,0.46935666,251
8.091687,0.049091153,252
8.019034,0.25491142,253
6.356767,0.7985182,254
8.130548,0.22850685,255
8.10844,0.112650126,256
8.891307,-0.064904526,257
6.836353,0.88251245,258
6.2014675,1.3019899,259
6.2285013,1.417782,260
6.334857,1.0036451,261
6.881553,0.9146242,262
8.284149,-0.08176413,263
8.489549,-0.13808787,264
9.456659,-0.16984792,265
7.8404694,0.730924,266
9.187096,-0.20535167,267
6.569631,1.3815254,268
8.760077,0.5285014,269
7.2360063,1.097126,270
8.910941,0.15077507,271
7.2659106,1.0122994,272
8.79655,0.19894753,273
8.760486,-0.054722905,274
8.862172,-0.15942968,275
8.707408,-0.047383852,276
8.731473,-0.03750243,277
9.044883,0.12963541,278
9.270733,0.16400103,279
8.735299,0.17577559,280
6.586666,1.1956991,281
6.5850453,1.2909789,282
5.3155665,5.0131726,283
8.713487,0.19441208,284
6.600939,1.3476179,285
8.12826,0.27792475,286
-2.7534645,7.7531185,287
-0.277318,-0.11145465,288
8.752035,-0.21562678,289
8.690553,-0.07396857,290
7.2499166,0.4814219,291
7.011057,0.69590986,292
7.2677774,0.9087006,293
8.282608,0.7430792,294
8.220693,0.8528148,295
6.781513,0.86317044,296
6.5771637,1.1452249,297
7.1624746,0.5459044,298
6.7153893,0.71811295,299
6.7278023,0.75299484,300
6.3172584,1.1095221,301
5.7107096,4.0033216,302
5.6807117,4.1509013,303
5.579235,3.9854782,304
5.9460044,2.4028132,305
7.301138,0.9206448,306
7.030659,0.6206763,307
6.728911,0.8362758,308
6.788249,0.77676237,309
6.7167106,0.69055957,310
7.1371784,0.5148814,311
7.137559,0.48555693,312
6.498432,0.8628025,313
7.521043,1.058764,314
7.5084386,1.0985818,315
7.3973823,1.0326579,316
6.671791,0.7697744,317
6.664419,0.83311677,318
7.1582723,0.75552267,319
7.0641956,0.4177953,320
6.9629483,0.4627553,321
7.0908184,0.34104875,322
9.046853,2.2844787,323
9.104563,2.2655547,324
7.0126686,0.3851271,325
10.47682,0.21208495,326
7.698757,0.4635595,327
10.436198,0.10758211,328
8.813109,0.11889421,329
9.167525,-0.14226039,330
8.900055,0.1412877,331
9.104152,-0.2700421,332
9.349853,-0.16848186,333
9.279046,-0.22112118,334
-2.662816,7.925277,335
-0.41537642,-0.14177375,336
7.330268,0.48975247,337
7.2929235,0.56781775,338
7.781351,0.2333388,339
9.00101,-0.104661085,340
6.3249354,1.7743309,341
9.197315,-0.14556964,342
8.745746,-0.13377613,343
6.661764,0.9254614,344
